Timestamp;Power_Electricity
2017-07-04 10;6322.696777
2017-07-04 10:45;9382.657227
2017-07-04 11:00;16211.9209
2017-07-04 11:15;16435.67773
2017-07-04 11;11028.32324
2017-07-04 11:45;8719.751953
2017-07-04 12:00;7796.73291
2017-07-04 12:15;12984.81934
2017-07-04 12;17943.07031
2017-07-04 12:45;15389.66602
2017-07-04 13:00;13255.54395
2017-07-04 13:15;10186.80664
2017-07-04 13;16160.5332
2017-07-04 13:45;16811.48633
2017-07-04 14:00;18275.03906
2017-07-04 14:15;17934.98828
2017-07-04 14;12017.95508
2017-07-04 14:45;8758.400391
2017-07-04 15:00;14612.70313
2017-07-04 15:15;16898.60547
2017-07-04 15;33091.41797
2017-07-04 15:45;13252.74219
2017-07-04 16:00;10680.86816
2017-07-04 16:15;13401.44824
2017-07-04 16;17054.9668
2017-07-04 16:45;18101.13086
2017-07-04 17:00;12455.625
2017-07-04 17:15;10150.63281
2017-07-04 17;12926.38867
2017-07-04 17:45;14694.18945
2017-07-04 18:00;11777.14648
2017-07-04 18:15;7482.424805
2017-07-04 18;7938.365234
2017-07-04 18:45;12441.0459
2017-07-04 19:00;16707.89844
2017-07-04 19:15;9361.808594
2017-07-04 19;7818.90332
2017-07-04 19:45;13946.48633
2017-07-04 20:00;14039.10352
2017-07-04 20:15;1293.657104
2017-07-04 20;1828.900269
2017-07-04 20:45;-1872.371948
2017-07-04 21:00;-213.2175598
2017-07-04 21:15;-7020.994141
2017-07-04 21;-5670.814453
2017-07-04 21:45;-7397.608398
2017-07-04 22:00;-7451.158203
2017-07-04 22:15;-7539.882813
2017-07-04 22;-7541.328613
2017-07-04 22:45;-9686.237305
2017-07-04 23:00;-7607.507813
2017-07-04 23:15;-7804.93457
2017-07-04 23;-7478.041992
2017-07-04 23:45;-7507.442383
2017-08-04 00:00;-7545.961426
2017-08-04 00:15;-7668.981445
2017-08-04 00;-7708.201748
2017-08-04 00:45;-7478.661621
2017-08-04 01:00;-9899.316406
2017-08-04 01:15;-7822.033691
2017-08-04 01;-7033.425781
2017-08-04 01:45;-6858.416016
2017-08-04 02:00;
2017-08-04 02:15;-7735.668945
2017-08-04 02;-7802.401855
2017-08-04 02:45;-9806.818359
2017-08-04 03:00;-7888.234863
2017-08-04 03:15;-7728.239258
2017-08-04 03;-7530.854004
2017-08-04 03:45;-7786.411133
2017-08-04 04:00;-7880.808105
2017-08-04 04:15;-7938.318359
2017-08-04 04;-7713.411133
2017-08-04 04:45;-7759.549805
2017-08-04 05:00;-7810.893066
2017-08-04 05:15;-7922.410645
2017-08-04 05;-8040.628906
2017-08-04 05:45;-3092.334473
2017-08-04 06:00;-142.0386963
2017-08-04 06:15;-6965.774902
2017-08-04 06;-97.01476288
2017-08-04 06:45;-2072.811768
2017-08-04 07:00;-156.9848175
2017-08-04 07:15;-5714.348145
2017-08-04 07;-6953.960449
2017-08-04 07:45;-9016.716797
2017-08-04 08:00;-3024.721924
2017-08-04 08:15;-278.9294739
2017-08-04 08;1728.642944
2017-08-04 08:45;-3079.212891
2017-08-04 09:00;2640.500488
2017-08-04 09:15;10121.14746
2017-08-04 09;13743.16797
2017-08-04 09:45;15954.70996
2017-08-04 10:00;7474.700684
2017-08-04 10:15;7802.330566
2017-08-04 10;13809.03418
2017-08-04 10:45;16530.83398
2017-08-04 11:00;14404.88477
2017-08-04 11:15;7447.719727
2017-08-04 11;14408.92383
2017-08-04 11:45;13967.16602
2017-08-04 12:00;12461.87012
2017-08-04 12:15;8783.467773
2017-08-04 12;12584.87012
2017-08-04 12:45;15952.99219
2017-08-04 13:00;10315.24609
2017-08-04 13:15;7452.835938
2017-08-04 13;14310.70898
2017-08-04 13:45;14262.64258
2017-08-04 14:00;13894.6416
2017-08-04 14:15;7183.569336
2017-08-04 14;14578.37109
2017-08-04 14:45;14447.27539
2017-08-04 15:00;11394.51563
2017-08-04 15:15;9394.289063
2017-08-04 15;15517.80469
2017-08-04 15:45;15178.01758
2017-08-04 16:00;7921.146484
2017-08-04 16:15;8832.956055
2017-08-04 16;14568.6416
2017-08-04 16:45;16066.2334
2017-08-04 17:00;8760.720703
2017-08-04 17:15;8503.727539
2017-08-04 17;11568.70605
2017-08-04 17:45;14632.16895
2017-08-04 18:00;10610.41113
2017-08-04 18:15;5659.280762
2017-08-04 18;11999.66504
2017-08-04 18:45;12344.3418
2017-08-04 19:00;12913.04102
2017-08-04 19:15;5535.791016
2017-08-04 19;7779.379395
2017-08-04 19:45;14668.78906
2017-08-04 20:00;12760.20508
2017-08-04 20:15;7198.664551
2017-08-04 20;7520.048828
2017-08-04 20:45;12241.72461
2017-08-04 21:00;14664.05859
2017-08-04 21:15;7511.871094
2017-08-04 21;6994.171875
2017-08-04 21:45;6846.761719
2017-08-04 22:00;6761.466797
2017-08-04 22:15;8779.907227
2017-08-04 22;6637.956055
2017-08-04 22:45;6706.815918
2017-08-04 23:00;9163.802734
2017-08-04 23:15;999.2955322
2017-08-04 23;555.0877075
2017-08-04 23:45;-952.2595825
2017-09-04 00:00;881.1091309
2017-09-04 00:15;2884.546143
2017-09-04 00;-7565.444336
2017-09-04 00:45;-7562.606445
2017-09-04 01:00;-8190.609375
2017-09-04 01:15;-7267.960449
2017-09-04 01;-7427.206543
2017-09-04 01:45;-7445.894531
2017-09-04 02:00;-7391.537598
2017-09-04 02:15;-8377.470703
2017-09-04 02;-7110.850098
2017-09-04 02:45;-7079.494141
2017-09-04 03:00;-7342.387207
2017-09-04 03:15;-7385.653809
2017-09-04 03;-7355.238281
2017-09-04 03:45;-7495.982422
2017-09-04 04:00;-7648.349609
2017-09-04 04:15;-7162.088379
2017-09-04 04;-6600.685059
2017-09-04 04:45;-7442.854004
2017-09-04 05:00;-7471.083984
2017-09-04 05:15;-7584.500977
2017-09-04 05;-7521.874512
2017-09-04 05:45;-1295.839111
2017-09-04 06:00;2389.97168
2017-09-04 06:15;-6664.472168
2017-09-04 06;-3293.395264
2017-09-04 06:45;-216.336441
2017-09-04 07:00;-7070.57666
2017-09-04 07:15;-287.7765198
2017-09-04 07;-1409.680542
2017-09-04 07:45;-6622.141113
2017-09-04 08:00;-369.8568115
2017-09-04 08:15;-5520.793945
2017-09-04 08;1798.718628
2017-09-04 08:45;11800.25
2017-09-04 09:00;9303.786133
2017-09-04 09:15;7433.949707
2017-09-04 09;7776.997559
2017-09-04 09:45;1944.95105
2017-09-04 10:00;2894.685791
2017-09-04 10:15;2309.111084
2017-09-04 10;4384.703125
2017-09-04 10:45;10415.05273
2017-09-04 11:00;9807.137695
2017-09-04 11:15;9461.466797
2017-09-04 11;6296.631348
2017-09-04 11:45;1769.973999
2017-09-04 12:00;2618.598633
2017-09-04 12:15;4966.600586
2017-09-04 12;11459.44922
2017-09-04 12:45;9825.177734
2017-09-04 13:00;10080.50098
2017-09-04 13:15;12110.60352
2017-09-04 13;12182.60059
2017-09-04 13:45;8005.436035
2017-09-04 14:00;10210.77637
2017-09-04 14:15;15003.87305
2017-09-04 14;17072.54688
2017-09-04 14:45;12213.70605
